method,n,p,df,rho,SNR,rep,mse
OLS,50,10,10,0.5,5.0,8,0.4611640790520233
OLS,50,10,10,0.5,5.0,9,0.3362404132821348
OLS,50,10,10,0.5,5.0,10,0.3827762024499237
OLS,50,10,10,0.5,5.0,11,1.007971292704646
OLS,50,10,10,0.5,5.0,12,0.4088698730426937
OLS,50,10,10,0.5,5.0,13,1.1667310616773714
OLS,50,10,10,0.5,5.0,14,0.643084586058626
OLS,50,10,10,0.5,5.0,15,0.3950487872855539
OLS,50,10,10,0.5,5.0,16,1.1117228839865507
OLS,50,10,10,0.5,5.0,17,0.34349417998811027
OLS,50,10,10,0.5,5.0,18,0.20688001555584498
OLS,50,10,10,0.5,5.0,19,0.7431414714508899
LAD,50,10,10,0.5,5.0,0,9.768289942509826
LAD,50,10,10,0.5,5.0,1,5.0018504911471275
LAD,50,10,10,0.5,5.0,2,8.734158841526373
LAD,50,10,10,0.5,5.0,3,8.136447614959359
LAD,50,10,10,0.5,5.0,4,17.50460515282161
LAD,50,10,10,0.5,5.0,5,12.79288720833099
LAD,50,10,10,0.5,5.0,6,6.977984874069338
LAD,50,10,10,0.5,5.0,7,10.362628720403988
LAD,50,10,10,0.5,5.0,8,3.8595900011740745
LAD,50,10,10,0.5,5.0,9,9.186826953001313
LAD,50,10,10,0.5,5.0,10,4.753486182049235
LAD,50,10,10,0.5,5.0,11,11.530950740264617
LAD,50,10,10,0.5,5.0,12,12.22835191884254
LAD,50,10,10,0.5,5.0,13,10.095452632906127
LAD,50,10,10,0.5,5.0,14,13.878390427921069
LAD,50,10,10,0.5,5.0,15,8.289132421185808
LAD,50,10,10,0.5,5.0,16,12.492001570616567
LAD,50,10,10,0.5,5.0,17,26.291275428527896
LAD,50,10,10,0.5,5.0,18,10.51479022037612
LAD,50,10,10,0.5,5.0,19,9.799376609816113
Huber,50,10,10,0.5,5.0,0,0.8444338233806935
Huber,50,10,10,0.5,5.0,1,1.252080778917609
Huber,50,10,10,0.5,5.0,2,0.9983465856415001
Huber,50,10,10,0.5,5.0,3,0.5387423312194525
Huber,50,10,10,0.5,5.0,4,1.1785833483034096
Huber,50,10,10,0.5,5.0,5,0.37697744403657857
Huber,50,10,10,0.5,5.0,6,0.6581738166356558
Huber,50,10,10,0.5,5.0,7,1.4130003333096792
Huber,50,10,10,0.5,5.0,8,1.1990435771788968
Huber,50,10,10,0.5,5.0,9,1.471157139528421
Huber,50,10,10,0.5,5.0,10,0.9921352979557645
Huber,50,10,10,0.5,5.0,11,0.1811756630042345
Huber,50,10,10,0.5,5.0,12,1.4739365258519421
Huber,50,10,10,0.5,5.0,13,1.237804899547178
Huber,50,10,10,0.5,5.0,14,1.2807031796500148
Huber,50,10,10,0.5,5.0,15,0.4457937627777224
Huber,50,10,10,0.5,5.0,16,0.10912969369173715
Huber,50,10,10,0.5,5.0,17,0.763073733120889
Huber,50,10,10,0.5,5.0,18,1.9701171406341869
Huber,50,10,10,0.5,5.0,19,0.9560584998172491
OLS,50,10,1,0.8,1.0,0,4.815228980520696
OLS,50,10,1,0.8,1.0,1,9.250983075914863
OLS,50,10,1,0.8,1.0,2,14.898469810371616
OLS,50,10,1,0.8,1.0,3,11.304615009594885
OLS,50,10,1,0.8,1.0,4,18.680123106930797
OLS,50,10,1,0.8,1.0,5,0.4570330435117868
OLS,50,10,1,0.8,1.0,6,6.40847356945198
OLS,50,10,1,0.8,1.0,7,6.305073314333049
OLS,50,10,1,0.8,1.0,8,11.154874253774619
OLS,50,10,1,0.8,1.0,9,17.393204541187124
OLS,50,10,1,0.8,1.0,10,8.797405775464698
OLS,50,10,1,0.8,1.0,11,8.056131322625287
OLS,50,10,1,0.8,1.0,12,9.067104302741326
OLS,50,10,1,0.8,1.0,13,4.718208928815157
OLS,50,10,1,0.8,1.0,14,18.757823519524237
OLS,50,10,1,0.8,1.0,15,2.4117845072602444
OLS,50,10,1,0.8,1.0,16,8.516537317574617
OLS,50,10,1,0.8,1.0,17,4.814240018251859
OLS,50,10,1,0.8,1.0,18,4.502556174758667
OLS,50,10,1,0.8,1.0,19,12.550563427250854
LAD,50,10,1,0.8,1.0,0,14.62545121222312
LAD,50,10,1,0.8,1.0,1,6.178273141768694
LAD,50,10,1,0.8,1.0,2,9.999448965165946
LAD,50,10,1,0.8,1.0,3,11.030326613598701
LAD,50,10,1,0.8,1.0,4,18.745848030419054
LAD,50,10,1,0.8,1.0,5,13.503373896179232
LAD,50,10,1,0.8,1.0,6,7.308190043167922
LAD,50,10,1,0.8,1.0,7,10.423371741863075
LAD,50,10,1,0.8,1.0,8,11.57539262070959
LAD,50,10,1,0.8,1.0,9,10.566668201419276
LAD,50,10,1,0.8,1.0,10,12.683348174989558
LAD,50,10,1,0.8,1.0,11,6.268630680745015
LAD,50,10,1,0.8,1.0,12,2.569413378548867
LAD,50,10,1,0.8,1.0,13,5.666404982517913
LAD,50,10,1,0.8,1.0,14,17.42881801399121
LAD,50,10,1,0.8,1.0,15,7.505746820262364
LAD,50,10,1,0.8,1.0,16,13.87797492648646
LAD,50,10,1,0.8,1.0,17,7.456596724727802
LAD,50,10,1,0.8,1.0,18,7.614656130192874
LAD,50,10,1,0.8,1.0,19,7.889863759263231
Huber,50,10,1,0.8,1.0,0,1.0294761286012628
Huber,50,10,1,0.8,1.0,1,4.267435383591837
Huber,50,10,1,0.8,1.0,2,0.00015199252133341434
Huber,50,10,1,0.8,1.0,3,0.20986292049141184
Huber,50,10,1,0.8,1.0,4,0.018955661058327734
Huber,50,10,1,0.8,1.0,5,0.37064726777230206
Huber,50,10,1,0.8,1.0,6,0.7588065056233789
Huber,50,10,1,0.8,1.0,7,3.67127715485442
Huber,50,10,1,0.8,1.0,8,3.1042131682741343
Huber,50,10,1,0.8,1.0,9,0.02343570553632369
Huber,50,10,1,0.8,1.0,10,0.0931127468547464
Huber,50,10,1,0.8,1.0,11,0.07869946462252715
Huber,50,10,1,0.8,1.0,12,0.1751424915700556
Huber,50,10,1,0.8,1.0,13,2.9233007121829324
Huber,50,10,1,0.8,1.0,14,0.003128381675174637
Huber,50,10,1,0.8,1.0,15,0.13379976757382642
Huber,50,10,1,0.8,1.0,16,1.509265473654917
Huber,50,10,1,0.8,1.0,17,0.3992042000990814
Huber,50,10,1,0.8,1.0,18,3.7055704240359506
Huber,50,10,1,0.8,1.0,19,0.023076326685079057
OLS,50,10,1,0.8,3.0,0,1.4167021802949091
OLS,50,10,1,0.8,3.0,1,0.8795055349689647
OLS,50,10,1,0.8,3.0,2,3.7218809433244595
OLS,50,10,1,0.8,3.0,3,3.0589137202022285
OLS,50,10,1,0.8,3.0,4,1.1878128107943169
OLS,50,10,1,0.8,3.0,5,0.4964789872600896
OLS,50,10,1,0.8,3.0,6,0.2850149872447865
OLS,50,10,1,0.8,3.0,7,0.42653060969165424
OLS,50,10,1,0.8,3.0,8,1.924464885119124
OLS,50,10,1,0.8,3.0,9,0.786233879901166
OLS,50,10,1,0.8,3.0,10,1.0870623458621365
OLS,50,10,1,0.8,3.0,11,2.672951399322089
OLS,50,10,1,0.8,3.0,12,1.024203907059852
OLS,50,10,1,0.8,3.0,13,2.368506090680879
OLS,50,10,1,0.8,3.0,14,2.7507407140726134
OLS,50,10,1,0.8,3.0,15,4.35043895310263
OLS,50,10,1,0.8,3.0,16,0.1797760091991466
OLS,50,10,1,0.8,3.0,17,0.4031997491484294
OLS,50,10,1,0.8,3.0,18,11.767826109115187
OLS,50,10,1,0.8,3.0,19,4.525369634790482
LAD,50,10,1,0.8,3.0,0,6.101242117276282
LAD,50,10,1,0.8,3.0,1,4.889963060897273
LAD,50,10,1,0.8,3.0,2,11.829064298664749
LAD,50,10,1,0.8,3.0,3,29.375343368623238
LAD,50,10,1,0.8,3.0,4,11.32596555557215
LAD,50,10,1,0.8,3.0,5,13.81745117527781
LAD,50,10,1,0.8,3.0,6,14.1568896019769
LAD,50,10,1,0.8,3.0,7,6.052114457984441
LAD,50,10,1,0.8,3.0,8,14.813299235307756
LAD,50,10,1,0.8,3.0,9,8.60225367326468
LAD,50,10,1,0.8,3.0,10,1.1486728750410302
LAD,50,10,1,0.8,3.0,11,7.466479324716953
LAD,50,10,1,0.8,3.0,12,9.35457622268464
LAD,50,10,1,0.8,3.0,13,9.515712362233945
LAD,50,10,1,0.8,3.0,14,3.5981005770641614
LAD,50,10,1,0.8,3.0,15,5.400685946971343
LAD,50,10,1,0.8,3.0,16,4.193838991714515
LAD,50,10,1,0.8,3.0,17,11.055391962937335
LAD,50,10,1,0.8,3.0,18,18.488673393365556
LAD,50,10,1,0.8,3.0,19,8.886611050337985
Huber,50,10,1,0.8,3.0,0,0.9690880158162014
Huber,50,10,1,0.8,3.0,1,0.8091424552697695
Huber,50,10,1,0.8,3.0,2,0.8229190355989271
Huber,50,10,1,0.8,3.0,3,0.282486062843606
Huber,50,10,1,0.8,3.0,4,0.11850464213520001
Huber,50,10,1,0.8,3.0,5,0.006142463246058914
Huber,50,10,1,0.8,3.0,6,0.0006140225885365549
Huber,50,10,1,0.8,3.0,7,0.09728987776359255
Huber,50,10,1,0.8,3.0,8,0.08937360182234877
Huber,50,10,1,0.8,3.0,9,1.6941736047181655
Huber,50,10,1,0.8,3.0,10,0.02261885698567833
Huber,50,10,1,0.8,3.0,11,0.12049494816217537
Huber,50,10,1,0.8,3.0,12,0.06348100195423742
Huber,50,10,1,0.8,3.0,13,0.42291411809392965
Huber,50,10,1,0.8,3.0,14,2.574288694696417e-06
Huber,50,10,1,0.8,3.0,15,0.26289771980500737
Huber,50,10,1,0.8,3.0,16,0.07059819618772487
Huber,50,10,1,0.8,3.0,17,0.3125272182957243
Huber,50,10,1,0.8,3.0,18,0.5092362487993803
Huber,50,10,1,0.8,3.0,19,0.008128784471730884
OLS,50,10,1,0.8,5.0,0,5.7784502477950666
OLS,50,10,1,0.8,5.0,1,1.4989290385569611
OLS,50,10,1,0.8,5.0,2,0.1052885809781772
OLS,50,10,1,0.8,5.0,3,2.9554321920014575
OLS,50,10,1,0.8,5.0,4,0.7257474848959709
OLS,50,10,1,0.8,5.0,5,1.5606429623087559
OLS,50,10,1,0.8,5.0,6,0.21002024941959763
OLS,50,10,1,0.8,5.0,7,1.7873760549331834
OLS,50,10,1,0.8,5.0,8,0.27033218453418956
OLS,50,10,1,0.8,5.0,9,1.2700828107137803
OLS,50,10,1,0.8,5.0,10,2.367383777762047
OLS,50,10,1,0.8,5.0,11,2.8540840376781174
OLS,50,10,1,0.8,5.0,12,5.097869650914234
OLS,50,10,1,0.8,5.0,13,1.2479256245225783
OLS,50,10,1,0.8,5.0,14,0.496907246646054
OLS,50,10,1,0.8,5.0,15,1.4767109745010043
OLS,50,10,1,0.8,5.0,16,3.9931268314484
OLS,50,10,1,0.8,5.0,17,3.8214394275431682
OLS,50,10,1,0.8,5.0,18,2.0730345994120896
OLS,50,10,1,0.8,5.0,19,1.98192692900299
LAD,50,10,1,0.8,5.0,0,10.960799691713824
LAD,50,10,1,0.8,5.0,1,10.016468142358733
LAD,50,10,1,0.8,5.0,2,5.286014512016862
LAD,50,10,1,0.8,5.0,3,8.681692375119912
LAD,50,10,1,0.8,5.0,4,16.569642760324243
LAD,50,10,1,0.8,5.0,5,7.406348378132581
LAD,50,10,1,0.8,5.0,6,7.532128321270721
LAD,50,10,1,0.8,5.0,7,15.022139503619869
LAD,50,10,1,0.8,5.0,8,11.794114497159153
LAD,50,10,1,0.8,5.0,9,13.490820335362837
LAD,50,10,1,0.8,5.0,10,5.126987010545613
LAD,50,10,1,0.8,5.0,11,11.798002477003328
LAD,50,10,1,0.8,5.0,12,8.480087587930528
LAD,50,10,1,0.8,5.0,13,12.316101392762736
LAD,50,10,1,0.8,5.0,14,8.572582987178667
LAD,50,10,1,0.8,5.0,15,17.90250474062755
LAD,50,10,1,0.8,5.0,16,15.94735008302619
LAD,50,10,1,0.8,5.0,17,9.263771742237926
LAD,50,10,1,0.8,5.0,18,7.141477846323018
LAD,50,10,1,0.8,5.0,19,8.595582210250758
Huber,50,10,1,0.8,5.0,0,0.049235371499003665
Huber,50,10,1,0.8,5.0,1,1.743705343606719
Huber,50,10,1,0.8,5.0,2,0.1495228401650323
Huber,50,10,1,0.8,5.0,3,0.05898812406394701
Huber,50,10,1,0.8,5.0,4,0.13035353600259303
Huber,50,10,1,0.8,5.0,5,0.4708670069753082
Huber,50,10,1,0.8,5.0,6,0.06585216850365536
Huber,50,10,1,0.8,5.0,7,0.028922023342454688
Huber,50,10,1,0.8,5.0,8,0.04546675819457117
Huber,50,10,1,0.8,5.0,9,0.09023333680413985
Huber,50,10,1,0.8,5.0,10,0.021040003820300718
Huber,50,10,1,0.8,5.0,11,0.025997304664851614
Huber,50,10,1,0.8,5.0,12,0.5881395832115098
Huber,50,10,1,0.8,5.0,13,1.7353400509086818
Huber,50,10,1,0.8,5.0,14,0.10033555689375018
Huber,50,10,1,0.8,5.0,15,5.555481241005366
Huber,50,10,1,0.8,5.0,16,0.05993578835418432
Huber,50,10,1,0.8,5.0,17,0.013362438844168443
Huber,50,10,1,0.8,5.0,18,0.16393752354814406
Huber,50,10,1,0.8,5.0,19,0.003447104192202614
OLS,50,10,5,0.8,1.0,0,2.796467951353505
OLS,50,10,5,0.8,1.0,1,1.6811997329207102
OLS,50,10,5,0.8,1.0,2,1.8769441172319334
OLS,50,10,5,0.8,1.0,3,12.726695746296183
OLS,50,10,5,0.8,1.0,4,6.850232139981411
OLS,50,10,5,0.8,1.0,5,9.3364500868816
OLS,50,10,5,0.8,1.0,6,7.64863250896617
OLS,50,10,5,0.8,1.0,7,8.233063826299347
OLS,50,10,5,0.8,1.0,8,9.5580795264748
OLS,50,10,5,0.8,1.0,9,11.093371801318956
OLS,50,10,5,0.8,1.0,10,6.62723662309152
OLS,50,10,5,0.8,1.0,11,0.9169064409689247
OLS,50,10,5,0.8,1.0,12,0.5288145406236835
OLS,50,10,5,0.8,1.0,13,7.370603191371297
OLS,50,10,5,0.8,1.0,14,22.641045780852348
OLS,50,10,5,0.8,1.0,15,2.6339006200483173
OLS,50,10,5,0.8,1.0,16,6.640598668691506
OLS,50,10,5,0.8,1.0,17,5.182043968556385
OLS,50,10,5,0.8,1.0,18,6.838521675293499
OLS,50,10,5,0.8,1.0,19,12.271030659898912
LAD,50,10,5,0.8,1.0,0,15.721030063236837
LAD,50,10,5,0.8,1.0,1,17.724355513667486
LAD,50,10,5,0.8,1.0,2,7.495024107121117
LAD,50,10,5,0.8,1.0,3,2.790669631285037
LAD,50,10,5,0.8,1.0,4,11.025248817866613
LAD,50,10,5,0.8,1.0,5,4.8983950440463015
LAD,50,10,5,0.8,1.0,6,6.452045284583412
LAD,50,10,5,0.8,1.0,7,15.355105611753123
LAD,50,10,5,0.8,1.0,8,5.206768292700594
LAD,50,10,5,0.8,1.0,9,4.087009183964749
LAD,50,10,5,0.8,1.0,10,5.349639190771395
LAD,50,10,5,0.8,1.0,11,5.014672728757998
LAD,50,10,5,0.8,1.0,12,9.984809179642962
LAD,50,10,5,0.8,1.0,13,12.480911872063409
LAD,50,10,5,0.8,1.0,14,13.670277125597444
LAD,50,10,5,0.8,1.0,15,6.699748469910464
LAD,50,10,5,0.8,1.0,16,7.272204253801908
LAD,50,10,5,0.8,1.0,17,4.713105896068395
LAD,50,10,5,0.8,1.0,18,13.490225993724899
LAD,50,10,5,0.8,1.0,19,15.20167274715848
Huber,50,10,5,0.8,1.0,0,2.9708717485859415
Huber,50,10,5,0.8,1.0,1,3.93407275817051
Huber,50,10,5,0.8,1.0,2,64.03089057941375
Huber,50,10,5,0.8,1.0,3,2.245935535805927
Huber,50,10,5,0.8,1.0,4,20.339441171323863
Huber,50,10,5,0.8,1.0,5,1.3121978531859946
Huber,50,10,5,0.8,1.0,6,2.125477664201567
Huber,50,10,5,0.8,1.0,7,1.4421380785211693
Huber,50,10,5,0.8,1.0,8,6.855440893453951
Huber,50,10,5,0.8,1.0,9,6.682853192637055
Huber,50,10,5,0.8,1.0,10,1.922627340066775
Huber,50,10,5,0.8,1.0,11,5.08076948312617
Huber,50,10,5,0.8,1.0,12,40.163170872834016
Huber,50,10,5,0.8,1.0,13,1.9562343991282527
Huber,50,10,5,0.8,1.0,14,1.2207011563436103
Huber,50,10,5,0.8,1.0,15,5.2672112016666555
Huber,50,10,5,0.8,1.0,16,2.81530883637533
Huber,50,10,5,0.8,1.0,17,3.1488457089315096
Huber,50,10,5,0.8,1.0,18,16.769066445158213
Huber,50,10,5,0.8,1.0,19,5.339567044204606
OLS,50,10,5,0.8,3.0,0,0.8864176771524782
OLS,50,10,5,0.8,3.0,1,7.480547746195235
OLS,50,10,5,0.8,3.0,2,0.8786927230643095
OLS,50,10,5,0.8,3.0,3,0.7030853481838262
OLS,50,10,5,0.8,3.0,4,5.7517141258753615
OLS,50,10,5,0.8,3.0,5,2.2904744538577435
OLS,50,10,5,0.8,3.0,6,2.2202758847126276
OLS,50,10,5,0.8,3.0,7,4.274448535645874
OLS,50,10,5,0.8,3.0,8,1.2496343831762697
OLS,50,10,5,0.8,3.0,9,0.6901651420816804
OLS,50,10,5,0.8,3.0,10,0.5671879907631837
OLS,50,10,5,0.8,3.0,11,1.8513869472508728
OLS,50,10,5,0.8,3.0,12,3.080395630762153
OLS,50,10,5,0.8,3.0,13,8.23066692246332
OLS,50,10,5,0.8,3.0,14,8.244020478189242
OLS,50,10,5,0.8,3.0,15,0.7068308529145729
OLS,50,10,5,0.8,3.0,16,3.013183768546342
OLS,50,10,5,0.8,3.0,17,1.2191891832617014
OLS,50,10,5,0.8,3.0,18,0.6069711256730936
OLS,50,10,5,0.8,3.0,19,0.6497436969693671
LAD,50,10,5,0.8,3.0,0,4.014625331997213
LAD,50,10,5,0.8,3.0,1,6.558996612180708
LAD,50,10,5,0.8,3.0,2,21.724364424369682
LAD,50,10,5,0.8,3.0,3,14.810455996931363
LAD,50,10,5,0.8,3.0,4,5.059084499531499
LAD,50,10,5,0.8,3.0,5,5.9829933315064086
LAD,50,10,5,0.8,3.0,6,11.74085856133666
LAD,50,10,5,0.8,3.0,7,7.924017218050828
LAD,50,10,5,0.8,3.0,8,3.0266028275014234
LAD,50,10,5,0.8,3.0,9,21.542729229074208
LAD,50,10,5,0.8,3.0,10,11.422282263590445
LAD,50,10,5,0.8,3.0,11,18.54502430780215
LAD,50,10,5,0.8,3.0,12,4.420796145926124
LAD,50,10,5,0.8,3.0,13,13.661782501862467
LAD,50,10,5,0.8,3.0,14,2.8292493357240662
LAD,50,10,5,0.8,3.0,15,11.514970616220465
LAD,50,10,5,0.8,3.0,16,13.722460316640484
LAD,50,10,5,0.8,3.0,17,12.142404219546695
LAD,50,10,5,0.8,3.0,18,24.376168402157937
LAD,50,10,5,0.8,3.0,19,11.888539274609126
Huber,50,10,5,0.8,3.0,0,0.5860880318690078
Huber,50,10,5,0.8,3.0,1,8.403782125845304
Huber,50,10,5,0.8,3.0,2,5.989963992773828
Huber,50,10,5,0.8,3.0,3,4.648484584951802
Huber,50,10,5,0.8,3.0,4,4.640419833617867
Huber,50,10,5,0.8,3.0,5,0.911866447019006
Huber,50,10,5,0.8,3.0,6,0.5594495035737942
Huber,50,10,5,0.8,3.0,7,2.331667570596707
Huber,50,10,5,0.8,3.0,8,2.012003661832098
Huber,50,10,5,0.8,3.0,9,0.9790277236497451
Huber,50,10,5,0.8,3.0,10,1.11370045974764
Huber,50,10,5,0.8,3.0,11,0.512619599954912
Huber,50,10,5,0.8,3.0,12,29.1505363469367
Huber,50,10,5,0.8,3.0,13,2.947715147446814
Huber,50,10,5,0.8,3.0,14,0.8485858713727121
Huber,50,10,5,0.8,3.0,15,16.846951442886457
Huber,50,10,5,0.8,3.0,16,0.36652493563300775
Huber,50,10,5,0.8,3.0,17,2.8223584088222555
Huber,50,10,5,0.8,3.0,18,0.8880287308636974
Huber,50,10,5,0.8,3.0,19,2.3110487029280384
OLS,50,10,5,0.8,5.0,0,1.1467095159536056
OLS,50,10,5,0.8,5.0,1,10.744145171675353
OLS,50,10,5,0.8,5.0,2,0.36557635428768603
OLS,50,10,5,0.8,5.0,3,0.7634316632061928
OLS,50,10,5,0.8,5.0,4,0.4264270684220815
OLS,50,10,5,0.8,5.0,5,2.9761126748953517
OLS,50,10,5,0.8,5.0,6,1.712485269380706
OLS,50,10,5,0.8,5.0,7,0.6967823650692082
OLS,50,10,5,0.8,5.0,8,0.20793486007817877
OLS,50,10,5,0.8,5.0,9,3.7992112535614866
OLS,50,10,5,0.8,5.0,10,9.283457903456734
OLS,50,10,5,0.8,5.0,11,1.4904488105488074
OLS,50,10,5,0.8,5.0,12,1.035831515130163
OLS,50,10,5,0.8,5.0,13,0.6487832569455849
OLS,50,10,5,0.8,5.0,14,6.936325281800003
OLS,50,10,5,0.8,5.0,15,0.9068146099713413
OLS,50,10,5,0.8,5.0,16,2.0919811594315734
OLS,50,10,5,0.8,5.0,17,0.7716178348492235
OLS,50,10,5,0.8,5.0,18,3.2003232072686716
OLS,50,10,5,0.8,5.0,19,0.41082107506024895
LAD,50,10,5,0.8,5.0,0,6.561689514268626
LAD,50,10,5,0.8,5.0,1,13.987949593525302
LAD,50,10,5,0.8,5.0,2,14.844808553181942
LAD,50,10,5,0.8,5.0,3,3.8896173864519326
LAD,50,10,5,0.8,5.0,4,18.355245675187813
LAD,50,10,5,0.8,5.0,5,20.574607248402394
LAD,50,10,5,0.8,5.0,6,4.8146168701938965
LAD,50,10,5,0.8,5.0,7,12.690958258965505
LAD,50,10,5,0.8,5.0,8,9.264951937166918
LAD,50,10,5,0.8,5.0,9,13.75979171293904
LAD,50,10,5,0.8,5.0,10,10.677147949121142
LAD,50,10,5,0.8,5.0,11,8.812697655633459
LAD,50,10,5,0.8,5.0,12,10.458381202307816
LAD,50,10,5,0.8,5.0,13,6.742157912334372
LAD,50,10,5,0.8,5.0,14,10.62850301620238
LAD,50,10,5,0.8,5.0,15,5.895867789754958
LAD,50,10,5,0.8,5.0,16,12.216408389425284
LAD,50,10,5,0.8,5.0,17,2.9899321883238765
LAD,50,10,5,0.8,5.0,18,12.771001150600833
LAD,50,10,5,0.8,5.0,19,8.00867716471098
Huber,50,10,5,0.8,5.0,0,0.71839030218998
Huber,50,10,5,0.8,5.0,1,3.9571327297389094
Huber,50,10,5,0.8,5.0,2,0.4814691558690658
Huber,50,10,5,0.8,5.0,3,1.7717506120532838
Huber,50,10,5,0.8,5.0,4,0.6907731130197176
Huber,50,10,5,0.8,5.0,5,0.7548908925505635
Huber,50,10,5,0.8,5.0,6,0.7127937741709931
Huber,50,10,5,0.8,5.0,7,1.4459149547863923
Huber,50,10,5,0.8,5.0,8,1.5792801173174806
Huber,50,10,5,0.8,5.0,9,0.30617894892091185
Huber,50,10,5,0.8,5.0,10,2.065173404506137
Huber,50,10,5,0.8,5.0,11,0.9148288884990982
Huber,50,10,5,0.8,5.0,12,2.5531405211581735
Huber,50,10,5,0.8,5.0,13,2.4015331667389486
Huber,50,10,5,0.8,5.0,14,0.7410625868061311
Huber,50,10,5,0.8,5.0,15,0.3463633348831246
Huber,50,10,5,0.8,5.0,16,0.8875567614810628
Huber,50,10,5,0.8,5.0,17,4.300658997816893
Huber,50,10,5,0.8,5.0,18,18.76963004984498
Huber,50,10,5,0.8,5.0,19,2.300682786115996
OLS,50,10,10,0.8,1.0,0,6.449687043796483
OLS,50,10,10,0.8,1.0,1,7.83790798704276
OLS,50,10,10,0.8,1.0,2,13.38938369034532
OLS,50,10,10,0.8,1.0,3,4.457636025469013
OLS,50,10,10,0.8,1.0,4,22.277735581424224
OLS,50,10,10,0.8,1.0,5,0.7855494530914859
OLS,50,10,10,0.8,1.0,6,4.182680580695638
OLS,50,10,10,0.8,1.0,7,10.729841433611622
OLS,50,10,10,0.8,1.0,8,7.888029092515892
OLS,50,10,10,0.8,1.0,9,4.202806586487305
OLS,50,10,10,0.8,1.0,10,6.654796612430266
OLS,50,10,10,0.8,1.0,11,48.58394702827221
OLS,50,10,10,0.8,1.0,12,5.582652274620606
OLS,50,10,10,0.8,1.0,13,12.4276301996029
OLS,50,10,10,0.8,1.0,14,9.221106972734056
OLS,50,10,10,0.8,1.0,15,4.172840977120162
OLS,50,10,10,0.8,1.0,16,23.28807694540536
OLS,50,10,10,0.8,1.0,17,5.670985949751493
OLS,50,10,10,0.8,1.0,18,10.507268515716873
OLS,50,10,10,0.8,1.0,19,15.271204653031424
LAD,50,10,10,0.8,1.0,0,10.309560766975483
LAD,50,10,10,0.8,1.0,1,15.001280531761795
LAD,50,10,10,0.8,1.0,2,7.909272189004602
LAD,50,10,10,0.8,1.0,3,6.893225522313277
LAD,50,10,10,0.8,1.0,4,17.89918576630925
LAD,50,10,10,0.8,1.0,5,9.150978485235145
LAD,50,10,10,0.8,1.0,6,10.645563027592537
LAD,50,10,10,0.8,1.0,7,20.718085548052503
LAD,50,10,10,0.8,1.0,8,5.327959898730723
LAD,50,10,10,0.8,1.0,9,4.161964301410443
LAD,50,10,10,0.8,1.0,10,10.326541864337615
LAD,50,10,10,0.8,1.0,11,5.321085737046334
LAD,50,10,10,0.8,1.0,12,13.205081807627948
LAD,50,10,10,0.8,1.0,13,12.366680608724312
LAD,50,10,10,0.8,1.0,14,15.898455935827212
LAD,50,10,10,0.8,1.0,15,6.4848979383829235
LAD,50,10,10,0.8,1.0,16,14.439100454848587
LAD,50,10,10,0.8,1.0,17,11.575101898312738
LAD,50,10,10,0.8,1.0,18,12.62457378621069
LAD,50,10,10,0.8,1.0,19,15.25453455253835
Huber,50,10,10,0.8,1.0,0,3.893246532339401
Huber,50,10,10,0.8,1.0,1,5.707825247633021
Huber,50,10,10,0.8,1.0,2,3.1582961825782196
Huber,50,10,10,0.8,1.0,3,5.812732853807648
Huber,50,10,10,0.8,1.0,4,4.5627122742961275
Huber,50,10,10,0.8,1.0,5,14.73805639927295
Huber,50,10,10,0.8,1.0,6,1.6373144329520464
Huber,50,10,10,0.8,1.0,7,11.39126902772685
Huber,50,10,10,0.8,1.0,8,2.697606009029567
Huber,50,10,10,0.8,1.0,9,1.2646211103493443
Huber,50,10,10,0.8,1.0,10,2.4471124455619635
Huber,50,10,10,0.8,1.0,11,4.2682296949428915
Huber,50,10,10,0.8,1.0,12,32.12120669157984
Huber,50,10,10,0.8,1.0,13,73.93697121086511
Huber,50,10,10,0.8,1.0,14,3.4069617248058233
Huber,50,10,10,0.8,1.0,15,6.627789543235403
Huber,50,10,10,0.8,1.0,16,1.2228456013025157
Huber,50,10,10,0.8,1.0,17,4.888728640738055
Huber,50,10,10,0.8,1.0,18,1.860057898209221
Huber,50,10,10,0.8,1.0,19,1.9841467500541923
OLS,50,10,10,0.8,3.0,0,3.1693814258629613
OLS,50,10,10,0.8,3.0,1,2.807569501631261
OLS,50,10,10,0.8,3.0,2,14.652234194603842
OLS,50,10,10,0.8,3.0,3,0.9287535211763793
OLS,50,10,10,0.8,3.0,4,1.2777857457868875
OLS,50,10,10,0.8,3.0,5,1.56114670922729
OLS,50,10,10,0.8,3.0,6,13.837690518733138
OLS,50,10,10,0.8,3.0,7,0.8794833459828324
OLS,50,10,10,0.8,3.0,8,0.2097854841291549
OLS,50,10,10,0.8,3.0,9,3.8324966149115025
OLS,50,10,10,0.8,3.0,10,4.3239567176945854
OLS,50,10,10,0.8,3.0,11,3.2499556284626965
OLS,50,10,10,0.8,3.0,12,1.2242612624483247
OLS,50,10,10,0.8,3.0,13,2.32542280723334
OLS,50,10,10,0.8,3.0,14,8.12768861661968
OLS,50,10,10,0.8,3.0,15,0.963923986594446
OLS,50,10,10,0.8,3.0,16,6.517013094270606
OLS,50,10,10,0.8,3.0,17,0.7191217807255328
OLS,50,10,10,0.8,3.0,18,4.642032774855135
